name k time
../data/synthetic/polytime_cost/all_k/random_split_25_6_k100.txt 46.0 162
../data/synthetic/polytime_cost/all_k/random_split_50_3_k100.txt 45.0 568
../data/synthetic/polytime_cost/all_k/random_split_25_4_k70.txt 27.0 106
../data/synthetic/polytime_cost/all_k/random_split_25_2_k75.txt 24.0 116
../data/synthetic/polytime_cost/all_k/random_split_100_6_k5.txt 3.0 1245
../data/synthetic/polytime_cost/all_k/random_split_25_1_k90.txt 25.0 123
../data/synthetic/polytime_cost/all_k/random_split_75_8_k30.txt 17.0 1030
../data/synthetic/polytime_cost/all_k/random_split_100_7_k65.txt 45.0 1378
../data/synthetic/polytime_cost/all_k/random_split_100_2_k70.txt 38.0 1228
../data/synthetic/polytime_cost/all_k/random_split_50_2_k15.txt 9.0 405
../data/synthetic/polytime_cost/all_k/random_split_75_5_k35.txt 19.0 1200
../data/synthetic/polytime_cost/all_k/random_split_100_7_k45.txt 37.0 1030
../data/synthetic/polytime_cost/all_k/random_split_25_7_k70.txt 36.0 135
../data/synthetic/polytime_cost/all_k/random_split_75_1_k50.txt 38.0 917
../data/synthetic/polytime_cost/all_k/random_split_25_8_k10.txt 7.0 96
../data/synthetic/polytime_cost/all_k/random_split_25_1_k15.txt 5.0 121
../data/synthetic/polytime_cost/all_k/random_split_100_4_k65.txt 33.0 1430
../data/synthetic/polytime_cost/all_k/random_split_50_1_k15.txt 6.0 402
../data/synthetic/polytime_cost/all_k/random_split_75_3_k50.txt 27.0 1172
../data/synthetic/polytime_cost/all_k/random_split_100_8_k45.txt 33.0 1291
../data/synthetic/polytime_cost/all_k/random_split_100_8_k75.txt 47.0 1760
../data/synthetic/polytime_cost/all_k/random_split_75_5_k55.txt 34.0 1249
../data/synthetic/polytime_cost/all_k/random_split_75_2_k75.txt 46.0 1150
../data/synthetic/polytime_cost/all_k/random_split_100_3_k45.txt 22.0 1252
../data/synthetic/polytime_cost/all_k/random_split_50_7_k95.txt 47.0 459
../data/synthetic/polytime_cost/all_k/random_split_25_3_k95.txt 31.0 108
../data/synthetic/polytime_cost/all_k/random_split_50_6_k75.txt 54.0 424
../data/synthetic/polytime_cost/all_k/random_split_75_3_k95.txt 50.0 958
../data/synthetic/polytime_cost/all_k/random_split_50_6_k15.txt 10.0 368
../data/synthetic/polytime_cost/all_k/random_split_75_5_k100.txt 62.0 1089
../data/synthetic/polytime_cost/all_k/random_split_100_2_k15.txt 6.0 1451
../data/synthetic/polytime_cost/all_k/random_split_50_6_k70.txt 36.0 465
../data/synthetic/polytime_cost/all_k/random_split_50_8_k5.txt 1.0 405
../data/synthetic/polytime_cost/all_k/random_split_75_6_k65.txt 47.0 956
../data/synthetic/polytime_cost/all_k/random_split_75_6_k75.txt 59.0 976
../data/synthetic/polytime_cost/all_k/random_split_75_7_k75.txt 46.0 939
../data/synthetic/polytime_cost/all_k/random_split_50_4_k25.txt 12.0 368
../data/synthetic/polytime_cost/all_k/random_split_25_6_k75.txt 35.0 120
../data/synthetic/polytime_cost/all_k/random_split_75_7_k25.txt 14.0 983
../data/synthetic/polytime_cost/all_k/random_split_25_4_k40.txt 14.0 85
../data/synthetic/polytime_cost/all_k/random_split_50_4_k50.txt 35.0 461
../data/synthetic/polytime_cost/all_k/random_split_25_3_k75.txt 25.0 83
../data/synthetic/polytime_cost/all_k/random_split_25_7_k10.txt 3.0 100
../data/synthetic/polytime_cost/all_k/random_split_25_6_k85.txt 34.0 116
../data/synthetic/polytime_cost/all_k/random_split_50_5_k30.txt 22.0 519
../data/synthetic/polytime_cost/all_k/random_split_100_3_k75.txt 46.0 1317
../data/synthetic/polytime_cost/all_k/random_split_75_4_k70.txt 38.0 909
../data/synthetic/polytime_cost/all_k/random_split_100_1_k20.txt 5.0 1314
../data/synthetic/polytime_cost/all_k/random_split_50_8_k60.txt 27.0 415
../data/synthetic/polytime_cost/all_k/random_split_25_5_k80.txt 41.0 143
../data/synthetic/polytime_cost/all_k/random_split_50_4_k100.txt 46.0 416
../data/synthetic/polytime_cost/all_k/random_split_50_7_k65.txt 44.0 645
../data/synthetic/polytime_cost/all_k/random_split_100_6_k20.txt 15.0 1264
../data/synthetic/polytime_cost/all_k/random_split_75_1_k25.txt 17.0 1065
../data/synthetic/polytime_cost/all_k/random_split_25_2_k50.txt 19.0 109
../data/synthetic/polytime_cost/all_k/random_split_25_4_k35.txt 18.0 94
../data/synthetic/polytime_cost/all_k/random_split_100_1_k55.txt 34.0 1466
../data/synthetic/polytime_cost/all_k/random_split_100_3_k15.txt 6.0 1380
../data/synthetic/polytime_cost/all_k/random_split_100_8_k35.txt 23.0 1335
../data/synthetic/polytime_cost/all_k/random_split_50_3_k90.txt 49.0 408
../data/synthetic/polytime_cost/all_k/random_split_100_4_k35.txt 21.0 1476
../data/synthetic/polytime_cost/all_k/random_split_75_5_k30.txt 18.0 1112
../data/synthetic/polytime_cost/all_k/random_split_100_8_k5.txt 3.0 1173
../data/synthetic/polytime_cost/all_k/random_split_25_2_k85.txt 25.0 97
../data/synthetic/polytime_cost/all_k/random_split_50_4_k80.txt 49.0 387
../data/synthetic/polytime_cost/all_k/random_split_50_4_k35.txt 19.0 388
../data/synthetic/polytime_cost/all_k/random_split_100_6_k65.txt 45.0 1459
../data/synthetic/polytime_cost/all_k/random_split_100_8_k10.txt 8.0 1445
../data/synthetic/polytime_cost/all_k/random_split_100_4_k25.txt 22.0 1634
../data/synthetic/polytime_cost/all_k/random_split_75_6_k80.txt 57.0 1212
../data/synthetic/polytime_cost/all_k/random_split_50_8_k70.txt 38.0 530
../data/synthetic/polytime_cost/all_k/random_split_75_1_k40.txt 29.0 983
../data/synthetic/polytime_cost/all_k/random_split_75_3_k30.txt 12.0 847
../data/synthetic/polytime_cost/all_k/random_split_25_8_k20.txt 14.0 81
../data/synthetic/polytime_cost/all_k/random_split_25_7_k35.txt 22.0 113
../data/synthetic/polytime_cost/all_k/random_split_25_1_k80.txt 22.0 127
../data/synthetic/polytime_cost/all_k/random_split_75_6_k30.txt 22.0 1232
../data/synthetic/polytime_cost/all_k/random_split_75_8_k45.txt 26.0 867
../data/synthetic/polytime_cost/all_k/random_split_75_1_k85.txt 70.0 1146
../data/synthetic/polytime_cost/all_k/random_split_100_8_k95.txt 66.0 1527
../data/synthetic/polytime_cost/all_k/random_split_25_1_k5.txt 5.0 119
../data/synthetic/polytime_cost/all_k/random_split_50_2_k30.txt 11.0 485
../data/synthetic/polytime_cost/all_k/random_split_75_4_k15.txt 10.0 1140
../data/synthetic/polytime_cost/all_k/random_split_50_6_k85.txt 47.0 374
../data/synthetic/polytime_cost/all_k/random_split_50_3_k15.txt 6.0 584
../data/synthetic/polytime_cost/all_k/random_split_25_7_k5.txt 3.0 76
../data/synthetic/polytime_cost/all_k/random_split_50_7_k85.txt 31.0 605
../data/synthetic/polytime_cost/all_k/random_split_100_6_k90.txt 68.0 1255
../data/synthetic/polytime_cost/all_k/random_split_75_2_k85.txt 48.0 859
../data/synthetic/polytime_cost/all_k/random_split_25_1_k100.txt 28.0 113
../data/synthetic/polytime_cost/all_k/random_split_75_2_k65.txt 39.0 1104
../data/synthetic/polytime_cost/all_k/random_split_75_3_k40.txt 16.0 926
../data/synthetic/polytime_cost/all_k/random_split_50_6_k90.txt 53.0 500
../data/synthetic/polytime_cost/all_k/random_split_75_7_k85.txt 62.0 893
../data/synthetic/polytime_cost/all_k/random_split_50_8_k30.txt 15.0 508
../data/synthetic/polytime_cost/all_k/random_split_100_5_k90.txt 59.0 1493
../data/synthetic/polytime_cost/all_k/random_split_100_4_k15.txt 6.0 1540
../data/synthetic/polytime_cost/all_k/random_split_50_6_k25.txt 15.0 342
../data/synthetic/polytime_cost/all_k/random_split_75_2_k95.txt 54.0 935
../data/synthetic/polytime_cost/all_k/random_split_100_6_k85.txt 50.0 1179
../data/synthetic/polytime_cost/all_k/random_split_100_2_k35.txt 16.0 1134
../data/synthetic/polytime_cost/all_k/random_split_75_8_k65.txt 48.0 934
../data/synthetic/polytime_cost/all_k/random_split_100_7_k5.txt 5.0 1464
../data/synthetic/polytime_cost/all_k/random_split_25_8_k55.txt 35.0 123
../data/synthetic/polytime_cost/all_k/random_split_75_5_k25.txt 19.0 889
../data/synthetic/polytime_cost/all_k/random_split_50_6_k95.txt 39.0 375
../data/synthetic/polytime_cost/all_k/random_split_75_2_k70.txt 36.0 1086
../data/synthetic/polytime_cost/all_k/random_split_50_3_k40.txt 22.0 422
../data/synthetic/polytime_cost/all_k/random_split_25_3_k85.txt 38.0 137
../data/synthetic/polytime_cost/all_k/random_split_50_1_k50.txt 31.0 540
../data/synthetic/polytime_cost/all_k/random_split_75_4_k90.txt 38.0 1002
../data/synthetic/polytime_cost/all_k/random_split_50_4_k85.txt 47.0 485
../data/synthetic/polytime_cost/all_k/random_split_100_6_k30.txt 21.0 1142
../data/synthetic/polytime_cost/all_k/random_split_75_3_k45.txt 22.0 1049
../data/synthetic/polytime_cost/all_k/random_split_25_3_k15.txt 7.0 97
../data/synthetic/polytime_cost/all_k/random_split_25_1_k30.txt 14.0 117
../data/synthetic/polytime_cost/all_k/random_split_25_6_k15.txt 10.0 103
../data/synthetic/polytime_cost/all_k/random_split_50_2_k95.txt 47.0 382
../data/synthetic/polytime_cost/all_k/random_split_50_6_k5.txt 3.0 438
../data/synthetic/polytime_cost/all_k/random_split_25_8_k90.txt 41.0 89
../data/synthetic/polytime_cost/all_k/random_split_50_6_k10.txt 10.0 466
../data/synthetic/polytime_cost/all_k/random_split_25_6_k65.txt 30.0 118
../data/synthetic/polytime_cost/all_k/random_split_100_4_k70.txt 42.0 1256
../data/synthetic/polytime_cost/all_k/random_split_100_7_k90.txt 65.0 1154
../data/synthetic/polytime_cost/all_k/random_split_100_2_k100.txt 51.0 1090
../data/synthetic/polytime_cost/all_k/random_split_50_1_k60.txt 33.0 368
../data/synthetic/polytime_cost/all_k/random_split_75_3_k85.txt 43.0 891
../data/synthetic/polytime_cost/all_k/random_split_100_2_k45.txt 36.0 1217
../data/synthetic/polytime_cost/all_k/random_split_25_7_k45.txt 22.0 118
../data/synthetic/polytime_cost/all_k/random_split_25_3_k10.txt 4.0 100
../data/synthetic/polytime_cost/all_k/random_split_75_2_k25.txt 12.0 814
../data/synthetic/polytime_cost/all_k/random_split_50_6_k60.txt 40.0 384
../data/synthetic/polytime_cost/all_k/random_split_100_8_k70.txt 50.0 1628
../data/synthetic/polytime_cost/all_k/random_split_100_1_k100.txt 61.0 1462
../data/synthetic/polytime_cost/all_k/random_split_25_6_k35.txt 15.0 97
../data/synthetic/polytime_cost/all_k/random_split_100_6_k50.txt 32.0 1255
../data/synthetic/polytime_cost/all_k/random_split_25_5_k10.txt 7.0 104
../data/synthetic/polytime_cost/all_k/random_split_25_3_k100.txt 30.0 120
../data/synthetic/polytime_cost/all_k/random_split_25_6_k70.txt 29.0 100
../data/synthetic/polytime_cost/all_k/random_split_25_2_k10.txt 5.0 86
../data/synthetic/polytime_cost/all_k/random_split_50_8_k15.txt 5.0 460
../data/synthetic/polytime_cost/all_k/random_split_25_2_k5.txt 3.0 109
../data/synthetic/polytime_cost/all_k/random_split_50_1_k95.txt 55.0 483
../data/synthetic/polytime_cost/all_k/random_split_100_5_k55.txt 40.0 1384
../data/synthetic/polytime_cost/all_k/random_split_25_7_k50.txt 32.0 95
../data/synthetic/polytime_cost/all_k/random_split_50_8_k65.txt 47.0 379
../data/synthetic/polytime_cost/all_k/random_split_25_6_k90.txt 43.0 148
../data/synthetic/polytime_cost/all_k/random_split_25_2_k20.txt 9.0 95
../data/synthetic/polytime_cost/all_k/random_split_100_1_k70.txt 45.0 1244
../data/synthetic/polytime_cost/all_k/random_split_100_2_k75.txt 39.0 1188
../data/synthetic/polytime_cost/all_k/random_split_25_3_k35.txt 21.0 112
../data/synthetic/polytime_cost/all_k/random_split_75_5_k80.txt 62.0 1018
../data/synthetic/polytime_cost/all_k/random_split_25_1_k75.txt 28.0 102
../data/synthetic/polytime_cost/all_k/random_split_25_7_k40.txt 22.0 109
../data/synthetic/polytime_cost/all_k/random_split_25_5_k45.txt 23.0 96
../data/synthetic/polytime_cost/all_k/random_split_50_2_k70.txt 36.0 424
../data/synthetic/polytime_cost/all_k/random_split_75_1_k10.txt 10.0 862
../data/synthetic/polytime_cost/all_k/random_split_50_7_k35.txt 23.0 598
../data/synthetic/polytime_cost/all_k/random_split_50_1_k40.txt 27.0 535
../data/synthetic/polytime_cost/all_k/random_split_100_5_k75.txt 54.0 1327
../data/synthetic/polytime_cost/all_k/random_split_100_2_k40.txt 23.0 1119
../data/synthetic/polytime_cost/all_k/random_split_100_8_k15.txt 12.0 1128
../data/synthetic/polytime_cost/all_k/random_split_50_7_k90.txt 46.0 631
../data/synthetic/polytime_cost/all_k/random_split_75_7_k60.txt 39.0 793
../data/synthetic/polytime_cost/all_k/random_split_100_5_k25.txt 18.0 1375
../data/synthetic/polytime_cost/all_k/random_split_75_4_k60.txt 39.0 994
../data/synthetic/polytime_cost/all_k/random_split_100_8_k80.txt 53.0 1501
../data/synthetic/polytime_cost/all_k/random_split_25_5_k85.txt 36.0 118
../data/synthetic/polytime_cost/all_k/random_split_50_6_k40.txt 26.0 490
../data/synthetic/polytime_cost/all_k/random_split_50_5_k45.txt 31.0 478
../data/synthetic/polytime_cost/all_k/random_split_50_3_k85.txt 48.0 575
../data/synthetic/polytime_cost/all_k/random_split_75_4_k95.txt 48.0 1076
../data/synthetic/polytime_cost/all_k/random_split_100_6_k10.txt 5.0 1104
../data/synthetic/polytime_cost/all_k/random_split_25_5_k70.txt 35.0 108
../data/synthetic/polytime_cost/all_k/random_split_75_3_k75.txt 41.0 1040
../data/synthetic/polytime_cost/all_k/random_split_25_8_k65.txt 41.0 118
../data/synthetic/polytime_cost/all_k/random_split_75_7_k5.txt 5.0 929
../data/synthetic/polytime_cost/all_k/random_split_75_8_k10.txt 8.0 906
../data/synthetic/polytime_cost/all_k/random_split_50_1_k30.txt 19.0 527
../data/synthetic/polytime_cost/all_k/random_split_25_4_k50.txt 18.0 109
../data/synthetic/polytime_cost/all_k/random_split_75_8_k15.txt 9.0 1113
../data/synthetic/polytime_cost/all_k/random_split_75_8_k90.txt 66.0 947
../data/synthetic/polytime_cost/all_k/random_split_100_5_k80.txt 56.0 1335
../data/synthetic/polytime_cost/all_k/random_split_75_8_k80.txt 42.0 985
../data/synthetic/polytime_cost/all_k/random_split_25_8_k35.txt 17.0 106
../data/synthetic/polytime_cost/all_k/random_split_75_1_k30.txt 19.0 987
../data/synthetic/polytime_cost/all_k/random_split_75_3_k20.txt 9.0 1117
../data/synthetic/polytime_cost/all_k/random_split_50_8_k25.txt 16.0 478
../data/synthetic/polytime_cost/all_k/random_split_50_7_k80.txt 47.0 383
../data/synthetic/polytime_cost/all_k/random_split_100_5_k10.txt 8.0 1164
../data/synthetic/polytime_cost/all_k/random_split_50_2_k25.txt 16.0 333
../data/synthetic/polytime_cost/all_k/random_split_25_2_k30.txt 17.0 69
../data/synthetic/polytime_cost/all_k/random_split_50_4_k70.txt 35.0 346
../data/synthetic/polytime_cost/all_k/random_split_75_3_k80.txt 43.0 854
../data/synthetic/polytime_cost/all_k/random_split_25_6_k80.txt 42.0 123
../data/synthetic/polytime_cost/all_k/random_split_25_2_k35.txt 8.0 102
../data/synthetic/polytime_cost/all_k/random_split_100_5_k40.txt 29.0 1292
../data/synthetic/polytime_cost/all_k/random_split_25_2_k40.txt 21.0 97
../data/synthetic/polytime_cost/all_k/random_split_75_7_k35.txt 22.0 820
../data/synthetic/polytime_cost/all_k/random_split_100_2_k85.txt 55.0 1029
../data/synthetic/polytime_cost/all_k/random_split_50_3_k10.txt 5.0 340
../data/synthetic/polytime_cost/all_k/random_split_75_1_k90.txt 64.0 906
../data/synthetic/polytime_cost/all_k/random_split_75_5_k45.txt 32.0 707
../data/synthetic/polytime_cost/all_k/random_split_100_1_k90.txt 49.0 1326
../data/synthetic/polytime_cost/all_k/random_split_25_5_k95.txt 48.0 207
../data/synthetic/polytime_cost/all_k/random_split_100_7_k10.txt 7.0 1542
../data/synthetic/polytime_cost/all_k/random_split_50_7_k5.txt 0.0 88
../data/synthetic/polytime_cost/all_k/random_split_75_4_k25.txt 13.0 1195
../data/synthetic/polytime_cost/all_k/random_split_75_6_k55.txt 40.0 1219
../data/synthetic/polytime_cost/all_k/random_split_50_4_k20.txt 4.0 311
../data/synthetic/polytime_cost/all_k/random_split_25_6_k5.txt 3.0 102
../data/synthetic/polytime_cost/all_k/random_split_25_5_k40.txt 25.0 106
../data/synthetic/polytime_cost/all_k/random_split_100_1_k10.txt 4.0 1267
../data/synthetic/polytime_cost/all_k/random_split_75_6_k20.txt 14.0 902
../data/synthetic/polytime_cost/all_k/random_split_50_8_k80.txt 49.0 307
../data/synthetic/polytime_cost/all_k/random_split_25_4_k90.txt 23.0 74
../data/synthetic/polytime_cost/all_k/random_split_75_3_k25.txt 12.0 842
../data/synthetic/polytime_cost/all_k/random_split_50_3_k70.txt 22.0 358
../data/synthetic/polytime_cost/all_k/random_split_100_7_k75.txt 46.0 941
../data/synthetic/polytime_cost/all_k/random_split_100_7_k70.txt 41.0 1419
../data/synthetic/polytime_cost/all_k/random_split_50_3_k80.txt 47.0 588
../data/synthetic/polytime_cost/all_k/random_split_100_7_k80.txt 63.0 1080
../data/synthetic/polytime_cost/all_k/random_split_75_1_k45.txt 34.0 668
../data/synthetic/polytime_cost/all_k/random_split_75_6_k35.txt 28.0 1017
../data/synthetic/polytime_cost/all_k/random_split_100_3_k5.txt 4.0 1471
../data/synthetic/polytime_cost/all_k/random_split_25_1_k35.txt 17.0 133
../data/synthetic/polytime_cost/all_k/random_split_100_2_k80.txt 42.0 1265
../data/synthetic/polytime_cost/all_k/random_split_100_4_k55.txt 39.0 1525
../data/synthetic/polytime_cost/all_k/random_split_50_8_k90.txt 62.0 309
../data/synthetic/polytime_cost/all_k/random_split_25_3_k60.txt 24.0 97
../data/synthetic/polytime_cost/all_k/random_split_75_4_k85.txt 46.0 706
../data/synthetic/polytime_cost/all_k/random_split_25_4_k30.txt 15.0 109
../data/synthetic/polytime_cost/all_k/random_split_25_5_k65.txt 33.0 106
../data/synthetic/polytime_cost/all_k/random_split_75_5_k70.txt 44.0 730
../data/synthetic/polytime_cost/all_k/random_split_75_2_k15.txt 12.0 810
../data/synthetic/polytime_cost/all_k/random_split_25_5_k15.txt 15.0 72
../data/synthetic/polytime_cost/all_k/random_split_50_1_k85.txt 49.0 420
../data/synthetic/polytime_cost/all_k/random_split_50_3_k75.txt 38.0 419
../data/synthetic/polytime_cost/all_k/random_split_100_6_k100.txt 60.0 1278
../data/synthetic/polytime_cost/all_k/random_split_25_1_k25.txt 12.0 76
../data/synthetic/polytime_cost/all_k/random_split_100_1_k5.txt 3.0 1228
../data/synthetic/polytime_cost/all_k/random_split_25_8_k70.txt 46.0 140
../data/synthetic/polytime_cost/all_k/random_split_100_3_k80.txt 37.0 937
../data/synthetic/polytime_cost/all_k/random_split_75_4_k75.txt 39.0 1002
../data/synthetic/polytime_cost/all_k/random_split_100_7_k15.txt 12.0 1598
../data/synthetic/polytime_cost/all_k/random_split_50_5_k95.txt 48.0 368
../data/synthetic/polytime_cost/all_k/random_split_100_6_k55.txt 45.0 1266
../data/synthetic/polytime_cost/all_k/random_split_75_7_k45.txt 30.0 736
../data/synthetic/polytime_cost/all_k/random_split_100_3_k35.txt 8.0 1144
../data/synthetic/polytime_cost/all_k/random_split_75_2_k60.txt 32.0 745
../data/synthetic/polytime_cost/all_k/random_split_100_1_k30.txt 12.0 1159
../data/synthetic/polytime_cost/all_k/random_split_50_2_k5.txt 4.0 297
../data/synthetic/polytime_cost/all_k/random_split_50_5_k10.txt 10.0 283
../data/synthetic/polytime_cost/all_k/random_split_25_8_k85.txt 48.0 133
../data/synthetic/polytime_cost/all_k/random_split_100_8_k55.txt 30.0 1149
../data/synthetic/polytime_cost/all_k/random_split_75_7_k80.txt 55.0 793
../data/synthetic/polytime_cost/all_k/random_split_25_4_k65.txt 31.0 88
../data/synthetic/polytime_cost/all_k/random_split_50_1_k20.txt 10.0 310
../data/synthetic/polytime_cost/all_k/random_split_50_8_k50.txt 28.0 295
../data/synthetic/polytime_cost/all_k/random_split_25_4_k55.txt 20.0 71
../data/synthetic/polytime_cost/all_k/random_split_100_4_k20.txt 5.0 1062
../data/synthetic/polytime_cost/all_k/random_split_25_3_k80.txt 22.0 120
../data/synthetic/polytime_cost/all_k/random_split_100_3_k25.txt 14.0 949
../data/synthetic/polytime_cost/all_k/random_split_50_1_k55.txt 37.0 290
../data/synthetic/polytime_cost/all_k/random_split_50_2_k10.txt 9.0 305
../data/synthetic/polytime_cost/all_k/random_split_25_5_k100.txt 38.0 90
../data/synthetic/polytime_cost/all_k/random_split_25_8_k95.txt 48.0 91
../data/synthetic/polytime_cost/all_k/random_split_75_4_k80.txt 39.0 760
../data/synthetic/polytime_cost/all_k/random_split_25_2_k15.txt 7.0 73
../data/synthetic/polytime_cost/all_k/random_split_75_8_k60.txt 31.0 821
../data/synthetic/polytime_cost/all_k/random_split_50_7_k50.txt 30.0 380
../data/synthetic/polytime_cost/all_k/random_split_75_8_k5.txt 5.0 712
../data/synthetic/polytime_cost/all_k/random_split_75_6_k85.txt 55.0 722
../data/synthetic/polytime_cost/all_k/random_split_25_1_k10.txt 5.0 73
../data/synthetic/polytime_cost/all_k/random_split_50_3_k65.txt 34.0 328
../data/synthetic/polytime_cost/all_k/random_split_50_5_k60.txt 43.0 303
../data/synthetic/polytime_cost/all_k/random_split_75_5_k20.txt 16.0 648
../data/synthetic/polytime_cost/all_k/random_split_25_6_k30.txt 14.0 75
../data/synthetic/polytime_cost/all_k/random_split_75_8_k25.txt 18.0 753
../data/synthetic/polytime_cost/all_k/random_split_25_2_k95.txt 18.0 70
../data/synthetic/polytime_cost/all_k/random_split_50_4_k40.txt 23.0 292
../data/synthetic/polytime_cost/all_k/random_split_50_7_k20.txt 7.0 322
../data/synthetic/polytime_cost/all_k/random_split_50_1_k25.txt 19.0 275
../data/synthetic/polytime_cost/all_k/random_split_100_7_k50.txt 37.0 850
../data/synthetic/polytime_cost/all_k/random_split_75_2_k45.txt 22.0 628
